time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist,time
2024-07-20 08:17:55+00:00,58.892466666666664,23.303850000000004,5.7,83.0,30.0,104.0,9.4,-1.0,,5.6,,,,,,,2024-07-20 08:17:55+00:00
2024-07-20 08:17:57+00:00,58.892466666666664,23.30395,5.2,82.0,38.0,102.0,9.6,-1.0,5.9,5.5,127.46382606938104,11.830380518446779,314.53617393061893,-3.162954187929646,0.0015509850150713293,0.0015509850148740097,2024-07-20 08:17:57+00:00
2024-07-20 08:17:58+00:00,58.892466666666664,23.303999999999995,5.3,80.0,36.0,99.0,9.6,-1.0,5.9,,125.65374904293807,11.669137550071722,314.3462509570619,-3.0892930541405246,0.0015509850148740097,0.003101970029945339,2024-07-20 08:17:58+00:00
2024-07-20 08:17:59+00:00,58.89248333333333,23.30405,5.5,80.0,28.0,98.0,9.4,-1.0,5.9,5.5,126.18164028073319,11.532584213404677,313.8183597192668,-3.2469088130404993,0.0018457803810367531,0.004652955044819349,2024-07-20 08:17:59+00:00
2024-07-20 08:18:00+00:00,58.89248333333333,23.30408333333333,5.5,78.0,22.0,99.0,9.2,-1.0,5.9,5.4,127.36761547606463,11.433335815153482,310.63238452393534,-3.3380969953188897,0.0010339895114629175,0.006498735425856102,2024-07-20 08:18:00+00:00
2024-07-20 08:18:01+00:00,58.892500000000005,23.304133333333333,5.5,78.0,22.0,99.0,9.9,-1.0,5.9,5.4,125.78651652786094,12.053867148881356,312.21348347213905,-3.216217346898366,0.0018457797522745782,0.00753272493731902,2024-07-20 08:18:01+00:00
2024-07-20 08:18:02+00:00,58.892500000000005,23.304183333333338,5.6,77.0,17.0,98.0,10.2,-1.0,5.9,5.4,124.79759950096488,12.300371338040078,312.2024004990351,-3.1958033173576075,0.001550983519810551,0.009378504689593599,2024-07-20 08:18:02+00:00
2024-07-20 08:18:03+00:00,58.892500000000005,23.304233333333332,5.7,77.0,,96.0,10.2,-1.0,5.9,5.5,123.7035223823621,12.193628242191195,313.2964776176379,-3.1629047637301793,0.0015509835195145721,0.01092948820940415,2024-07-20 08:18:03+00:00
2024-07-20 08:18:04+00:00,58.89251666666667,23.304283333333334,5.5,78.0,13.0,99.0,10.3,-1.0,5.9,5.5,124.9543629429012,12.4122530142218,313.0456370570988,-3.1510808230959384,0.0018457791244235148,0.012480471728918722,2024-07-20 08:18:04+00:00
2024-07-20 08:18:07+00:00,58.89251666666667,23.304416666666665,5.7,86.0,36.0,106.0,11.3,-1.0,5.9,5.7,129.0592674766388,13.988838557090643,316.9407325233612,-3.5917064796423297,0.0025849712865883057,0.015877233625374212,2024-07-20 08:18:07+00:00
2024-07-20 08:18:08+00:00,58.89251666666667,23.30448333333333,6.0,89.0,30.0,107.0,10.9,-1.0,5.9,,131.3910439084824,13.894323264475098,317.6089560915176,-3.967167629516739,0.0020679770293101562,0.01846220491196252,2024-07-20 08:18:08+00:00
2024-07-20 08:18:09+00:00,58.89251666666667,23.30453333333333,6.0,89.0,22.0,112.0,10.5,-1.0,5.9,5.7,135.57658183347584,13.908645899957513,313.42341816652413,-4.285119904115505,0.0015509827720319753,0.020530181941272676,2024-07-20 08:18:09+00:00
2024-07-20 08:18:10+00:00,58.89251666666667,23.304583333333333,5.5,94.0,25.0,115.0,11.1,-1.0,5.9,5.8,135.37076016013114,14.319975201044846,318.6292398398689,-3.9141719236483015,0.0015509827721306348,0.022081164713304652,2024-07-20 08:18:10+00:00
2024-07-20 08:18:11+00:00,58.892500000000005,23.304616666666668,5.6,98.0,45.0,116.0,11.7,-1.0,5.9,5.7,135.5745667995389,15.023120683640956,322.4254332004611,-3.9993073877816356,0.0014389178645198633,0.02363214748543529,2024-07-20 08:18:11+00:00
2024-07-20 08:18:12+00:00,58.892500000000005,23.30466666666667,5.4,102.0,70.0,120.0,11.8,-1.0,5.9,5.7,137.87553923073054,15.235484895466898,324.1244607692695,-4.0051235926304924,0.001550983519810551,0.02507106534995515,2024-07-20 08:18:12+00:00
2024-07-20 08:18:13+00:00,58.892500000000005,23.304716666666664,5.6,104.0,,129.0,11.2,-1.0,5.9,5.6,145.46605316719115,15.353890381701035,318.53394683280885,-4.613226561201912,0.0015509835195145721,0.026622048869765703,2024-07-20 08:18:13+00:00
2024-07-20 08:18:14+00:00,58.89248333333333,23.30476666666667,5.7,106.0,68.0,136.0,10.1,-1.0,5.9,5.6,151.5804419476421,14.741939648872272,314.4195580523579,-5.013071147062357,0.0018457797521203646,0.028173032389280275,2024-07-20 08:18:14+00:00
2024-07-20 08:18:15+00:00,58.89248333333333,23.30481666666667,6.0,104.0,64.0,135.0,9.1,-1.0,,5.8,152.63941975539333,14.000930701405924,311.3605802446067,-5.328790767123331,0.001550984267490336,0.03001881214140064,2024-07-20 08:18:15+00:00
2024-07-20 08:18:17+00:00,58.892466666666664,23.30493333333333,5.7,102.0,69.0,132.0,9.4,-1.0,5.9,5.6,149.7738956692516,13.87638410312338,312.2261043307484,-4.925059538624675,0.0018457803805511216,0.033637775432014065,2024-07-20 08:18:17+00:00
2024-07-20 08:18:18+00:00,58.892466666666664,23.30496666666666,5.5,105.0,74.0,131.0,9.6,-1.0,5.9,,148.4460630329193,13.84520976588645,316.5539369670807,-4.6868135498085834,0.0010339900099160199,0.03548355581256519,2024-07-20 08:18:18+00:00
2024-07-20 08:18:19+00:00,58.892466666666664,23.305016666666667,5.6,108.0,76.0,130.0,9.6,-1.0,5.9,5.6,148.00406515050398,13.879211929843017,319.99593484949605,-4.749279874818794,0.0015509850152686494,0.03651754582248121,2024-07-20 08:18:19+00:00
2024-07-20 08:18:20+00:00,58.89244999999999,23.30506666666667,5.7,107.0,76.0,133.0,9.2,-1.0,5.9,5.5,150.6681962367078,13.735282596414056,316.3318037632922,-4.969245701540705,0.0018457810085681402,0.03806853083774986,2024-07-20 08:18:20+00:00
2024-07-20 08:18:21+00:00,58.89244999999999,23.305116666666663,5.7,108.0,75.0,132.0,8.8,-1.0,5.9,5.5,150.5625792952054,13.306283569423908,317.4374207047946,-4.96409015111799,0.0015509857625535316,0.039914311846317996,2024-07-20 08:18:21+00:00
2024-07-20 08:18:22+00:00,58.89243333333334,23.305166666666665,5.5,106.0,75.0,131.0,8.7,-1.0,5.9,5.5,149.6363450405405,12.989412961115352,316.3636549594595,-4.745589713848218,0.001845781636315804,0.04146529760887153,2024-07-20 08:18:22+00:00
2024-07-20 08:18:23+00:00,58.89243333333334,23.3052,5.4,106.0,,132.0,8.9,-1.0,5.9,5.5,149.78090072216435,13.141036256064949,316.21909927783565,-4.66617820290288,0.001033991007019281,0.04331107924518733,2024-07-20 08:18:23+00:00
2024-07-20 08:18:24+00:00,58.89241666666667,23.30525,5.3,107.0,73.0,133.0,8.7,-1.0,5.9,5.4,150.47206008343016,12.910224194992262,316.52793991656984,-4.611611966086194,0.0018457822656163764,0.04434507025220661,2024-07-20 08:18:24+00:00
