time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist
2024-06-05 15:30:08+00:00,59.4703652523458,24.80293896049261,2.4,188.0,160.0,161.0,3.5,1.0,21.4,2.6,,,,,,
2024-06-05 15:30:09+00:00,59.47035343386233,24.80293108150363,2.697028285369467,198.73925119016178,158.0,160.0,3.2,1.0,21.4,,169.13837356442605,5.8080959074453435,7.877624754587828,-2.648711396339477,0.0007491745237137409,0.0
2024-06-05 15:30:10+00:00,59.47034270502627,24.802921945229173,2.5266673614312287,203.42866178138925,158.0,163.0,3.2,1.0,21.4,2.5,170.49328978383198,5.664639233698003,13.921951565221207,-2.491966781867055,0.000701852044842008,0.0007491745237137409
2024-06-05 15:30:21+00:00,59.470210103318095,24.802837371826172,2.7389183626738673,197.98121749335908,171.0,118.0,4.8,1.0,21.3,1.8,139.6713025075213,6.548723457624383,337.6525200008804,-2.08799874500675,0.008368917219281262,0.001451026568555749
2024-06-05 15:30:22+00:00,59.47019778192043,24.80283334851265,2.699609381849485,189.43416426540892,,116.0,5.1,1.0,,1.5,137.11443292948258,6.735642923487679,326.5485971948915,-1.9780425350622532,0.0007498914949581904,0.00981994378783701
2024-06-05 15:30:26+00:00,59.47015226818621,24.802803257480264,2.5741574419945823,199.45176440403986,172.0,115.0,5.0,1.0,21.3,2.1,135.96766161721473,6.519597071292247,335.4194260212546,-1.850684347843865,0.002145131201662152,0.011308308407915838
2024-06-05 15:30:36+00:00,59.47004724293947,24.80280158109963,2.2701528064232117,180.46537251070552,173.0,108.0,4.4,1.0,21.3,2.4,130.93886370322346,5.539578754582645,311.404236213929,-1.4875252499209433,0.006305980017842255,0.01345343960957799
2024-06-05 15:30:46+00:00,59.46995395235717,24.802765119820833,2.0557963054185646,191.24854236223567,173.0,105.0,4.5,1.0,21.3,2.2,126.53506182676973,5.409714556204988,317.7836041890054,-1.2238455367114387,0.005710545292829346,0.019759419627420245
2024-06-05 15:30:53+00:00,59.46988983079791,24.802689850330353,2.3052403960616616,210.8518052510051,174.0,105.0,4.6,1.0,21.2,2.6,128.1944896471406,5.6536026009621985,339.0462948981457,-1.4254057802451499,0.004482411881231009,0.02546996492024959
2024-06-05 15:31:01+00:00,59.469820596277714,24.80258951894939,2.3227999107148674,216.4065035907551,171.0,111.0,4.5,1.0,21.1,,133.12997608176389,5.756487887252003,349.536479672519,-1.5879953696926514,0.005161777579366372,0.0299523768014806
