time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist,time
2024-07-16 15:30:20+00:00,59.54141666666666,24.613183333333335,5.1,282.0,23.0,122.0,10.6,1.0,25.3,3.7,140.01079995192407,13.988025981134511,62.01079995192407,-3.907444517057867,0.001014515836142174,0.001521773753922836,2024-07-16 15:30:20+00:00
2024-07-16 15:30:22+00:00,59.54141666666666,24.613083333333332,5.1,273.0,22.0,128.0,9.8,1.0,25.3,3.8,145.25370448156457,13.549594867506292,58.25370448156457,-4.1905873269276945,0.0015217737541164396,0.00405806334418145,2024-07-16 15:30:22+00:00
2024-07-16 15:30:23+00:00,59.54141666666666,24.613049999999998,5.1,270.0,31.0,144.0,8.8,1.0,25.5,4.0,157.05682270477303,13.269037848129582,67.05682270477303,-4.696548718966248,0.001014515836142174,0.00557983709829789,2024-07-16 15:30:23+00:00
2024-07-16 15:30:24+00:00,59.54141666666666,24.613000000000003,5.0,267.0,61.0,148.0,8.6,1.0,25.6,4.0,159.65939061596737,13.110764137511309,66.65939061596737,-4.688214011787863,0.001521773753922836,0.006594352934440064,2024-07-16 15:30:24+00:00
2024-07-16 15:30:25+00:00,59.54141666666666,24.61295,5.0,264.0,,148.0,8.6,1.0,25.6,4.1,159.65939061596737,13.110764137511309,63.65939061596737,-4.688214011787863,0.0015217737541164396,0.0081161266883629,2024-07-16 15:30:25+00:00
2024-07-16 15:30:26+00:00,59.54141666666666,24.6129,4.7,264.0,88.0,148.0,8.5,1.0,25.7,4.2,159.28105206039749,12.731812238754484,63.281052060397485,-4.396037295545648,0.001521773754213241,0.00963790044247934,2024-07-16 15:30:26+00:00
2024-07-16 15:30:27+00:00,59.54141666666666,24.612866666666665,4.3,264.0,58.0,148.0,8.5,1.0,,4.2,158.62495958841447,12.358491648620989,62.62495958841447,-4.004223114075513,0.0010145158360453722,0.01115967419669258,2024-07-16 15:30:27+00:00
2024-07-16 15:30:29+00:00,59.54141666666666,24.61278333333333,4.7,265.0,57.0,149.0,8.0,1.0,25.8,4.4,160.37834992041294,12.269840301030769,65.37834992041292,-4.427073961332335,0.0010145158360453722,0.013695963786951194,2024-07-16 15:30:29+00:00
2024-07-16 15:30:30+00:00,59.5414,24.612733333333335,4.6,266.0,70.0,149.0,8.0,1.0,25.8,,160.22032707150169,12.175693546228711,66.22032707150169,-4.328604072181347,0.0018213040270377017,0.014710479622996566,2024-07-16 15:30:30+00:00
2024-07-16 15:30:31+00:00,59.5414,24.612700000000004,4.2,270.0,53.0,135.0,9.3,1.0,25.8,4.4,148.60643935274265,12.624150733664942,58.606439352742655,-3.585159257679994,0.0010145163377762191,0.016531783650034267,2024-07-16 15:30:31+00:00
