time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist
2024-05-15 15:50:03+00:00,59.481086460873485,24.806995131075382,3.9,218.0,,44.0,10.6,1.0,17.7,4.1,,,,,,
2024-05-15 15:50:15+00:00,59.48093474842608,24.806672679260373,4.020801935597065,227.23477521107947,126.0,95.0,8.2,1.0,18.1,4.4,120.1010148272417,9.442139496065884,347.3357900383212,-2.016536955651578,0.013402673118656885,0.0
2024-05-15 15:50:27+00:00,59.48080541566014,24.806367242708802,3.6376386470067996,230.22701819950115,73.0,89.0,4.8,-1.0,17.6,,126.52001300871454,5.971846754904042,103.7070051907866,-2.1647716067917453,0.012125462156689332,0.013402673118656885
2024-05-15 15:50:41+00:00,59.48067432269454,24.80604898184538,3.3513647461342826,227.18707028935916,32.0,57.0,7.5,-1.0,17.2,3.6,83.34924810574034,6.332644371971503,143.8378221836188,0.3881450866137526,0.0055856079102238046,0.03245952625502949
2024-05-15 15:50:50+00:00,59.48056443594396,24.805858377367258,3.516904033253308,221.42491099640682,21.0,53.0,8.5,-1.0,17.2,3.8,76.74946250774106,6.974071793563898,144.67544848866578,0.806107893058933,0.00879226008313327,0.0380451341652533
2024-05-15 15:50:53+00:00,59.480527471750975,24.805788723751903,3.686151579777407,223.7890059904197,,56.0,8.5,-1.0,17.2,3.8,81.39000950782511,7.127140155216701,142.39899648259458,0.5518454504535439,0.003071792983147839,0.046837394248386566
2024-05-15 15:51:02+00:00,59.48039235547185,24.80559166520834,4.038078735977803,216.5728538130956,65.0,80.0,8.0,-1.0,17.0,4.2,108.58365330363924,8.311846946227178,107.98920050945637,-1.2868908483193724,0.010095196839944509,0.0499091872315344
2024-05-15 15:51:11+00:00,59.480246007442474,24.80546618811786,3.8659598984800794,198.41079316177016,65.0,77.0,7.2,-1.0,16.7,4.5,107.75477378650139,7.366319342899255,90.65601937526877,-1.178899922046547,0.006443266497466798,0.06322305695806525
2024-05-15 15:51:13+00:00,59.480205941945314,24.805488232523203,4.495849623199124,164.36297601139427,,75.0,6.7,-1.0,16.6,4.5,113.11008707413771,7.036353434034373,51.25288893725656,-1.7646166949880444,0.0024976942351106245,0.06966632345553204
2024-05-15 15:51:18+00:00,59.480157662183046,24.805647488683462,4.071784490896265,120.79166133156752,64.0,79.0,7.2,-1.0,16.5,4.5,110.89336003637968,7.565156454674041,9.89830129518785,-1.4521194145578527,0.005655256237355924,0.07216401769064267
2024-05-15 15:51:20+00:00,59.480168893933296,24.805716052651405,3.9539580911417453,72.15074231913468,58.0,78.0,7.1,-1.0,16.5,4.4,109.63539990231656,7.373624088190903,322.5153424168181,-1.3286625780011638,0.002196643383967636,0.07781927392799859
2024-05-15 15:51:22+00:00,59.4801926985383,24.80577003210783,3.923684713473932,49.07890867626139,59.0,76.0,7.9,-1.0,16.3,4.3,104.71075818010995,7.925121001067932,304.36815049615143,-0.9963787688660438,0.002179824840818851,0.08001591731196622
2024-05-15 15:51:23+00:00,59.48020585812628,24.805793585255742,3.8437751561819997,42.318145415571394,,76.0,7.8,-1.0,16.3,4.2,104.49636104643892,7.817177933718767,297.8217843691325,-0.9621680884232737,0.0010677153211616666,0.08219574215278508
2024-05-15 15:51:26+00:00,59.48024198412895,24.805864077061415,3.664297827556869,44.78863347633978,62.0,77.0,8.0,-1.0,16.2,4.3,103.45332265041002,8.014890892159192,301.33531082592975,-0.8525103314645924,0.0030535815229640576,0.08326345747394674
2024-05-15 15:51:28+00:00,59.48027056641877,24.805895928293467,3.5493108078573106,29.548875040778455,63.0,78.0,7.4,-1.0,16.2,4.3,105.52504839021901,7.512392939905512,284.02382665055944,-0.9500072086547704,0.001971839337698506,0.0863170389969108
2024-05-15 15:51:31+00:00,59.48031767271459,24.805932389572263,3.646726999679603,21.49242520759833,64.0,77.0,7.6,-1.0,16.0,4.3,104.65929373342759,7.654379435412337,276.8331314741707,-0.92287967108691,0.003038939166399669,0.08828887833460931
