time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist
2024-06-12 15:30:02+00:00,59.480370646342635,24.810222079977393,3.045682012926079,177.91896629359871,161.0,48.0,10.4,1.0,14.6,4.6,63.14553535597523,8.662945840791293,241.06450164957394,1.3758131975968844,0.0008460227813683553,0.0
2024-06-12 15:30:11+00:00,59.48023636825383,24.810165418311954,3.2980650752869463,192.11553997921857,155.0,50.0,10.8,1.0,14.9,4.9,66.22847330514931,9.040254273415405,258.34401328436786,1.32941888049826,0.008245162688217365,0.0008460227813683553
2024-06-12 15:30:22+00:00,59.48004584759474,24.81001186184585,4.04511712857972,202.2946533998413,153.0,52.0,10.4,1.0,15.0,5.2,73.94966021277442,8.527729989604634,276.2443136126157,1.118401301619605,0.012360080115104699,0.009091185469585721
2024-06-12 15:30:30+00:00,59.479893296957016,24.809851348400116,4.673172563513615,208.15916249784198,150.0,56.0,10.2,1.0,15.2,5.4,83.05136085762716,8.518753497459109,291.21052335546915,0.5653583616443884,0.010384827918919145,0.021451265584690418
2024-06-12 15:30:33+00:00,59.47983688674867,24.809773145243526,4.97050855099461,215.193782876938,151.0,57.0,10.0,1.0,15.3,5.6,86.75238248700516,8.400196166790252,301.9461653639432,0.2815856326447834,0.004142090459162175,0.03183609350360957
2024-06-12 15:30:40+00:00,59.4797074701637,24.809571895748377,5.091978236207831,218.34739936713606,152.0,53.0,10.1,1.0,15.6,5.4,83.02836764009137,8.126301529953755,301.3757670072274,0.6180536772620949,0.009901068792626339,0.03597818396277174
2024-06-12 15:30:46+00:00,59.479579981416464,24.809419261291623,5.374979985496346,211.34431542069757,155.0,53.0,10.7,1.0,15.8,5.4,82.89963731871994,8.611439750125532,294.2439527394175,0.6643892262791942,0.008958299975827243,0.04587925275539808
2024-06-12 15:30:58+00:00,59.47931251488626,24.80912589468062,5.514635222750207,209.16133593030276,167.0,39.0,11.0,1.0,16.2,4.9,66.33335539612844,7.558195473132863,275.49469132643117,2.213655340673965,0.018382117409167356,0.05483755273122532
2024-06-12 15:31:09+00:00,59.47903607971966,24.80895532295108,5.692302379942421,197.42765298464067,148.0,57.0,9.6,1.0,16.7,4.2,93.29671043592244,8.064583370538553,290.7243634205631,-0.32734557276407267,0.017393146160935177,0.07321967014039268
2024-06-12 15:31:17+00:00,59.47884153574705,24.808839485049248,5.491300543140187,196.85262277521412,107.0,139.0,5.6,-1.0,16.8,3.7,159.2900561008666,10.388982504862751,37.56256667434752,-5.1364673629723265,0.012202890095867083,0.09061281630132786
2024-06-12 15:31:19+00:00,59.47878956794739,24.808813082054257,5.8002595460420485,194.49222386560407,95.0,115.0,5.7,-1.0,16.8,3.6,147.81821715676318,9.699370119815732,46.67400670884089,-4.909122466007893,0.0032223664144678046,0.10281570639719495
2024-06-12 15:31:23+00:00,59.47869476862252,24.808734711259604,5.555794636924012,202.81053843374065,85.0,98.0,6.9,-1.0,16.7,3.7,133.64066777643075,9.44178219219985,69.1698706573099,-3.8342393172568143,0.006173105152137791,0.10603807281166275
2024-06-12 15:31:25+00:00,59.4786471594125,24.8086847551167,5.8302423713933935,208.09424394185217,83.0,94.0,7.2,-1.0,16.7,3.9,131.4013361209517,9.57539372837376,76.69290782090047,-3.855710441637944,0.0032390235396629963,0.11221117796380053
2024-06-12 15:31:30+00:00,59.47854112833738,24.808547124266624,5.489973121554084,213.4392565961374,83.0,89.0,7.5,-1.0,16.3,4.0,125.551604355383,9.216973811489291,87.88765224075439,-3.192067826194565,0.007624962668825116,0.11545020150346354
2024-06-12 15:31:33+00:00,59.47849452495575,24.80844184756279,5.110116428279387,228.972435590893,84.0,88.0,7.7,-1.0,16.3,4.0,122.17544455269012,9.091581069452312,106.79699103820289,-2.7212063487641136,0.004258430356899489,0.12307516417228866
2024-06-12 15:31:35+00:00,59.47846652939916,24.80838074348867,4.51683387480284,227.99467547089543,81.0,83.0,7.8,-1.0,16.3,4.0,114.73294822759853,8.523764216971617,113.2617272432969,-1.8897956266168427,0.0025093521526682446,0.12733359452918813
2024-06-12 15:31:43+00:00,59.478378938511014,24.808095088228583,4.57865874660605,238.92188807739774,70.0,70.0,8.0,-1.0,16.0,4.1,103.7713340531769,7.7400400248200025,135.15055402422084,-1.0899385177326701,0.010174797214680112,0.12984294668185636
2024-06-12 15:31:45+00:00,59.478350607678294,24.80803230777383,4.609562613724543,228.42635747541482,61.0,67.0,7.9,-1.0,16.0,4.2,101.82709379615775,7.429716938066123,126.59926367925706,-0.9447709372147245,0.002560868118735857,0.14001774389653648
2024-06-12 15:31:48+00:00,59.47828933596611,24.808014202862978,4.4639751693936365,188.54912298995194,61.0,68.0,8.3,-1.0,15.9,4.2,99.98406989596485,7.813960653432214,88.56505309398709,-0.7739388475828247,0.0037199793078280304,0.14257861201527233
2024-06-12 15:31:49+00:00,59.478272404521704,24.808034989982843,4.312775839349857,148.01104127317774,57.0,69.0,8.3,-1.0,15.9,4.3,99.79918100032971,7.86344256095897,48.21186027284803,-0.7340146672714443,0.0011979932887082937,0.14629859132310036
2024-06-12 15:31:53+00:00,59.4782311655581,24.808151917532086,3.9067471743461537,124.73146883129527,72.0,76.0,8.3,-1.0,15.8,4.3,103.26657169178539,8.274270600016072,21.464897139509887,-0.8965278127671559,0.004340830193717948,0.14749658461180865
2024-06-12 15:31:55+00:00,59.47823409922421,24.808219894766808,3.7444828260625402,85.15123851765804,73.0,78.0,8.0,-1.0,15.6,4.3,104.89363838750026,8.097209614737766,340.2576001301578,-0.9624275473436534,0.002080268236701411,0.1518374148055266
2024-06-12 15:31:58+00:00,59.47825916111469,24.808310754597187,3.7833566447573,61.53454835558961,75.0,75.0,8.0,-1.0,15.5,4.4,102.4977347943437,7.914954923192894,319.03681356124594,-0.8187222203646145,0.0031527972039644167,0.153917683042228
